Title,Storyline
Battle of Varchasva,"Dhanbad means coal, mafia and battle of supremacy. Before independence, Dhanbad has been a bloody battle of supremacy. Amresh Singh, who ruled for the last 20 years, also knows how to earn power along with money. He is the MLA of Dhanbad. Ajay, an honest and hard working worker, raises his voice against atrocities against workers and women by mafia gangster. In view of Ajay's increasing supremacy among the workers, Amresh Singh makes him head of his coal mine. Ajay's increasing domination and Amresh Singh are sure to clash. Young Ajay is a hero of poor and needy people, so in the media he has given images of a domineering don. Ajay's son is against his father's values. In this battle of supremacy, Amresh Singh and Ajay are face to face and the relationship of father and son is also at stake."
Bayamariya Brammai,"An assassin and a writer engage in a moral discussion, inspiring each other to tap into their lost artistic and humanitarian sides, respectively, as their perspectives intertwine."
Beating Hearts,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together."
Beautifully Broken People,"Mia and Rick, two criminals bound by love and a shared thirst for danger, pull off daring bank heists. But when their latest heist spirals out of control, they kidnap the young sister of a notorious hustler."
Beauty Grace Malice,"Single mom Grace, framed by her best friend Tishara, and lover Jaco, fights to clear her name and reclaim custody of her child Logan in a gripping story of love, betrayal, and maternal determination."
Belle,"A teacher and opticians practice couple leads a peaceful life in a small town. Their life turned upside when Belle, a friend's daughter found dead in her room. He becomes the prime suspect as the only one at home at the time."
Below the Rim,Allen James is on top of the world when it all comes crashing down. He's forced to take his son and girl to live with his mother. With limited choices and nowhere to turn he finds himself in the midst of a drug ring and a street-ball war to survive.
Beneath the Fold,"Set at the tail end of the 2007-2009 financial crisis, a team of local news people cope with the realities of a changing world, waning resources, and a clash of personalities. A gritty story about the dying days of print media."
Bermondsey Tales: Fall of the Roman Empire,"A gritty comedy-drama based on real events. Bermondsey Tales: Fall Of The Roman Empire tells the story of South London crime family The Roman's as infighting, cozzers and rival firms put everything they have worked for at risk."
Best Man Dead Man,A bachelor party in the middle of nowhere quickly turns into a night of murder and mystery when the best man ends up with a knife in his head. Everyone is a suspect and only an eccentric private eye in town can solve the mystery.
Beverly Hills Cop: Axel F,Axel Foley returns to Beverly Hills after his daughter's life is threatened for a family reunion that includes old pals John Taggart and Billy Rosewood to uncover a conspiracy.
Bhaje Vaayu Vegam,"To pay for surgery for his father, an aspiring cricketer makes a big bet. When the bookie cheats him, he retaliates - and gets caught in a crime web."
Bhakshak,Revolves around the journey of an unwavering woman's quest to seek justice and her perseverance in getting a heinous crime to light.
Bhediya: The Hunter,A Scientist has a Theory that Man was an Animal in the early times and it took many Centuries for him to Become a Human from an Animal. It is not known how Correct this Theory was.
Bheema,"Bheema, an orphan raised by Ramanna, crosses paths with Dragon Manju's drug racket endangering young lives. Corrupt ministers exploit underprivileged individuals for political ambitions."
Biggest Heist Ever,"Morgan, a hipster rapper otherwise known as Razzlekhan and Forbes contributor, and her husband Lichtenstein were arrested after being accused of conspiring to launder nearly 120,000 Bitcoin."
Bigul,"Delves into religious fanaticism, unchecked ambitions, and community resilience. As mysterious murders grip a tranquil village, haunting echoes of Bigul serve as reminders of the terror unfolding on the road to the Goddess temple."
Black Girl Fatal,"Get ready for a roller coaster ride of deceit, lies and revenge. When Vita's dreams of law school are detoured she is sucked into a whirlwind of twists and turns. Engulfed in a dangerous and chaotic lifestyle she must sink or swim."
Black Gold,"Cole was killed delivering drugs for Bones, a local drug king pin, and it's up to his brother Jay to clear his debts. The streets have a different set a rules and now Jay will have to discover how to survive when he makes a fatal mistake."
Blackia 2,A young man from a village rises through the ranks of the underworld.
Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.
Blind Escape,A young man fallen on hard times takes advantage of a mistaken identity. What ensues is an entanglement with crime and passion that he can't get away from.
Blitz,"Cop Cole joins gang, plants evidence at their home. His colleague Matt assists. Cole steals money for his daughter's treatment, frames gang in shootout to cover crimes. His corruption is exposed."
Blood & Betrayal,"A violent thug plays both sides of a war between corrupt cops and local gangsters. As he becomes obsessed with avenging his cousin's murder, he realizes that he created a bloody mess in which nobody will make it out alive."
Blood Brothers,N/A
Blood Dried Hands,"A reluctant serial killer grapples with his base desires and longs for his own death, as a small town Detective closes in on his trail to stop the killing spree while dealing with her own trauma."
Blood Star,A petty thief driving through the New Mexico desert finds herself the target of a psychopathic small town sheriff who views his badge as a license to prey on vulnerable young women. She must use all of her street-smarts to survive.
Blood Suckaz,N/A
Blood and Black,"Johnson Richard, a ruthless Russian scientist, abducts a couple, willing to cross any line to protect his grandfather's deadly experiment"
Bloodline Killer,Bloodline Killer is a terrifying horror-thriller that follows Moira Cole who endeavors to rebuild her shattered life after the murder of her family at the hands of her deranged and obsessed cousin.
Bloody Money,"LOGLINE: A few crews in NYC committing a spree of crimes intersect. Secrets and devious plans unravel between inner circles breaking bonds. ""BLOODY MONEY"" is what society thirst for, but at what or whose expense?"
Blue Christmas,"Chicago 1941. Meet private eye Richard Stone, celebrating at his Christmas Even office party after beating the draft by way of a bribe. He's a disappointment to his secretary and main squeeze, Katie Crocket, whose brother Ben is fighting overseas; and his honest young employee joey Ernest is guilt-ridden over all the divorce-racket keyhole peeping. Worst of all, his equally sleazy partner, Jake Marley, was murdered a year ago tonight and Stone didn't bother solving Jake's ho-ho homicide."
Blue Ice,"4 Female Thieves Angaleec, Isabelle, Gloria, and Liyah set out to steal the largest diamond in the world, The South African Blue Diamond valued at $500 million which makes it The Largest Diamond heist of the century but it wasn't an easy task dirty cops, backstabbing, and betrayal mixed with greed created the recipe for mayhem and destruction."
Bodiless,"The film refers to a famous criminal case of the 90s. The case of the murder of Ghazaleh Shakur by Arman Abdul Ali, which went back and forth several times until the execution stage."
Bodyguard for Sweetheart,A teenager from a wealthy family is about to be kidnapped. Her father does not trust the presumably corrupt security company and asks a friend to take over the job for a short time. He reluctantly agrees.
Bogota: City of the Lost,"Young man moving to Colombia with his family for a better life, but he ends up living from hand to mouth. He later goes against all odds to dominate Bogota's black market."
Bogus Phone Operators,"Indian phone scammers pose as IRS officers, scamming over thousands of Americans for more than $50 million."
Bond of Justice: Kizuna Part I - Encounter,"A rookie detective's friend is brutally murdered by the Japanese mafia, she must revenge for her and bring justice to the world, as an assassin."
Bond of Justice: Kizuna Part II - Judgement,N/A
Boneyard,Inspired by the true events of a serial killer that may still be out there today.
Borderless Fog,A detective is forced to confront the ghosts of her past while investigating a mysterious serial murder case along the Indonesia-Malaysia border.
Bottom of a Glass Blues,"Trapped in a bar during a hurricane, a struggling bar owner and his manager swindle five patrons into a drinking wager that threatens to spiral out of control."
Bougainvillea,A family entangled in a police investigation surrounding the mysterious disappearance of tourists in Kerala.
Boundless,"Detective Mørck and team reopen a cold case on Bornholm Island involving a girl's death, a cult, and missing women. Mørck must solve the case and confront his past to move forward with his fiancée."
Boyz,"After being betrayed by his crew, Latrelle must track them down one by one and execute them to earn his freedom from a dangerous cartel leader named Hector"
Bozji gnjev,"Ilija is a member of the Croatian Defence Council (HVO) somewhere in Central Bosnia in late 1993. One morning, after a routine mine laying campaign, he learns his younger brother Goran was killed far beyond enemy lines, together with eight other soldiers. Through a friend from the secret service, he finds out the mission was an unofficial one and that Goran and the others were acting as mercenaries. Ilija begins to expose a network of illegal activity involving not only the military, but high-ranking officials. As the investigation becomes more dangerous, his original intention to find out the truth slowly turns into a pathological mission of vengeance."
Brattt,"A general's daughter lives in Tambov, in love with a street artist, whom her father disapproves of. The general has a twin brother who heads a criminal gang. Two unsuccessful robbers fail the task, which triggers a string of events that will change lives and destroy families."
Break War,"A showdown between a man who commits crimes in the name of ""savior"" and the Hong Kong police."
Breaking the Silence: The Maria Soledad Case,"In '90s Argentina, the murder of a high school student sparks widespread protests. Retold by her loved ones, this documentary shows their fight for justice."
Breathe,"""BREATHE"" unravels the lives of a suburban LA community ensnared by drug trade. Interwoven fates collide, forcing them to confront their darkest truths and navigate loyalty, ultimately leading to a tragic, irreversible transformation."
Broken,"In a vibrant, futuristic city where technology and nature coexist, a diverse group of high school misfits discovers an ancient map leading to a legendary hidden realm known as Elysium. Driven by a desire for adventure and a quest to escape their mundane lives. As they navigate challenges, unlock clues, and face quirky rivals, the group learns about friendship, self-acceptance, and the power of believing in themselves. Along the way, they confront their fears and insecurities, ultimately discovering that true treasure lies not just in the destination, but in the bonds they form along the journey. With a perfect blend of humor, heart, and stunning visuals, ""Broken"" captures the spirit of youth and adventure, inspiring viewers to embrace their individuality and chase their dreams."
Broken Rage,Director Takeshi Kitano presents a two-part film: a serious yakuza action and a self-parodying comedy of the same story.
Brothers,"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction."
Buenas noches,"A young Brazilian girl travels to Argentina to visit her aunt, but after a misunderstanding and the loss of her belongings, she must kill time until the next morning."
Bullets N Love,"A kingpin hires mercenaries and a retired assassin for a final mission to rescue his kidnapped daughter, leading to a high-stakes adventure."
"Bullets, Brothers and Blood","As a martial arts teacher searches for his lost brother, he ends up in a lawless town run by a brutal crime boss. When his identity is mistaken for a killer who's seeking vengeance on the crime boss, all hell breaks loose."
Bunny & Clive,"An alcoholic reporter, Dougie Pierce, held hostage by infamous criminals ""Bunny and Clive,"" gets a chance at a career-defining interview. Survival becomes his only ticket to exposing their secrets."
Bury Him,"After his controversial acquittal for murder, Michael Kenny must lay low. This becomes difficult after accidentally killing a man with his car."
Butler Under Fire,N/A
CD-R,"Twins Mickey and Sammy Hublin find themselves at odds when one, a music pirate, begins to leak music of the other, a record label executive."
CHAAW: Chapter 3 - Christmas Time Is Here,"The finale of the CHAAW movie series, continuing the story of Ardnas, Africa, Jules and China. Trouble develops during Christmas time that affects Uncle Jr. and Aunt Thelma. The only thing that can hold this family together is faith in the Lord."
Ca$$$hing Out,"One bag containing several thousand dollars in unlogged evidence. One understaffed police station brimming with thieves, thugs, rookies, corrupt cops and a little girl with a pink backpack. And one night before this rarest of opportunities is gone forever. What could possibly not go wrong?"
Cafe 404,"Jimmy fights to keep the forgotten Café 404 alive. A mysterious bag presents a chance for salvation, but with a steep cost - greed, criminals, and the police quickly spiral the situation out of control, threatening everything around them."
Cageling,"Alone in a lavish house, an egotistical, yet self-loathing, young criminal under house arrest begins to unravel as his petty malice gets the better of him after a takeout order gone wrong, causing him to seek revenge against the people he believes have slighted him."
Carry-On,A mysterious traveler blackmails a young TSA agent into letting a dangerous package slip through security and onto a Christmas Eve flight.
Case #111-878,"Inspired by true events. After 40 years of evidence is collected during a 2-decade-long investigation, 3 international agents close in on the same target: 1 of the most elusive vigilantes the world has yet to discover."
Case of Kondana,"In the outskirts of Bangalore, a fiery ASI clashes with a gangster in a fictional outpost. His love life faces hurdles while ACP Lakshmi hunts a criminal and Raju tries to save his ill son."
Castillo,Amanda reunites with her mother after her father's death. Her mother admits killing two men in revenge for her sister K.Penza's 1986 assassination. Amanda uncovers her family's dark history involving these past events.
Chacaleria,"Chacaleria is a crime film about Antonia, a self-made entrepreneur who, after losing her livelihood to the COVID-19 pandemic, wants to secure her financial future by selling and distributing alcohol illegally using a drone during Panama's nationally mandated dry law. This becomes increasingly difficult when Ronny, a by the book cop, who is forced to be corrupt, catches Antonia in the act and blackmails her into robbing a bank."
Chameleon,"Knoll Ashby, a loner realtor, seeks escape from his mundane life. His desperate need for something new spirals him down an unimaginable dark path."
Chapter 51,"An FBI agent investigates footage from film ""Dissident"" where multiple actresses in the same role have died during production, searching for The Hollywood Killer's identity. The suspect pool is vast and deceptive."
Charlotte Link - Ohne Schuld,"Train attack on woman Xenia. Cop Kate gets involved. Another shooting leaving victim paralyzed. Same gun used. Kate investigates connection between cases, risking her life to solve mystery."
Chasing Through Time,"A young woman was brutally killed at home. The security guard who admired her set foot on the journey to find the real murderer, but the matter is far more complicated than imagined. With further investigation, Liang Chen discovered that her death was related to the murderer who killed his friend ten years ago."
Chhapa,"In a gripping drama, Shivraj Goyat, a dedicated official battling electricity theft, is accused of rape. The film follows his harrowing journey through legal and personal turmoil, exploring themes of justice. What will happen next?"
ChiefsAholic: A Wolf in Chiefs Clothing,Follows Kansas City Chiefs superfan Xaviar Babudar's secret life as a serial bank robber. It explores his arrest through his own interviews and subsequent legal journey.
Chithini,"Chithini is an upcoming Malayalam language feature film Directed by East Coast Vijayan. Details regarding the plot of 'Chithini' are yet to be disclosed. However, given its genre as a horror family emotional thriller."
Chitram Choodara,"When the manager of Srinivasa Creations' production office visits a town to look for locations, he meets some artists and asks them to come to Hyderabad. What will happen next?"
Chivaraku Migiledi,N/A
Chor Dil,"After a man receives the heart of a former gangster in a transplant operation, he finds himself drawn to a life of crime in this madcap Punjabi language crime caper."
Chris Brown: A History of Violence,"Explore the biographical film that delves into the controversial personal life of Chris Brown, an iconic singer while exploring allegations of domestic violence, assault charges and sexual misconduct."
Citizen of a Kind,"After a fire destroys her laundromat, a single mother is tricked by a voice phishing scheme. She decides to investigate the criminals behind it."
City Hunter,"An exceptional marksman and hopeless playboy, private eye Ryo Saeba reluctantly forms an alliance with his late partner's sister to investigate his death."
City of Goons,"Coban is a retired Lusaka gangster minding his own minibus business after the collapse of the political system that nurtured organized crime. Life is all good until he gets a surprise visit from Keti, a long time love interest who's come with a difficult business proposal- Coban must handle a heist on a consignment being financed by Keti's now sugar daddy. When Coban rejects the offer, Keti initiates plan B, kidnap Natasha, Coban's younger sister. This is to force Coban into a roller-coaster ride characterized by fist fights, car chases dodging bullets and a lot of betrayals. Will Coban come out of this deal alive and reunite with his sister?"
Cluedo,"When game meets murder. 1980s, New York City. Anne Bowman and her husband Edward Bowman, did the same thing each year on Halloween night; a themed annual party. It was the ""Bowman's specialty"" some may say. However, this year's party may just be their most unforgettable one yet. Based on the real life board game ""Cluedo,"" some guests took this party theme too seriously. Which one of them will become a real killer?"
Code 8: Part II,Follows a girl fighting to get justice for her brother who was slain by corrupt police officers. She enlists the help of an ex-con and his former partner to face off against a highly regarded and well-protected police sergeant.
Coin of Fate,A Special Agent arriving from the capital informs Police Chief Oscar about the upcoming illegal deal of museum rarities. The Agent has no specific information about the buyer. The seller should come from a post-Soviet country.
Cold Noodle,"A blood-soak mystery man running away for his life, try to seek help from a group of friends who's an underdog mafia gang."
Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth."
Colourful Crime,N/A
Common Creed: Trafficking,"A Detective teams up with an agency to save his daughter from a ruthless human trafficking Russian mob. But in the heart of the risky investigation, he discovers an unforeseen and deadly nemesis that threatens to shatter all he holds dear."
Common Sense,"""Common Sense"" is a gripping urban thriller that follows the intense journey of a resilient protagonist named ATL as he navigates the perilous streets of Atlanta. Faced with a treacherous environment and surrounded by dangerous adversaries, ATL must rely on his wit and intelligence to survive. In a city where street smarts are as valuable as survival instincts, ATL grapples with moral dilemmas, strategically making choices to safeguard himself while keeping his conscience clear. As he confronts enemies and dangerous situations, the film explores the tension between self-preservation and maintaining a moral compass in a world where common sense becomes the ultimate weapon. ""Common Sense"" is a thrilling tale of survival, intelligence, and the pursuit of a righteous path in the face of adversity."
"Compa, me gusta su vieja","It is the story of two men and a woman who have formed a very fraternal friendship since they were children, they even made a blood pact to be friends forever. Enrique has always had everything, money and comforts. Fernando, for his part, has always lacked money. In addition, Enrique is lucky to have the love of Maite. Find out what will happen when Fernando confesses to Enrique that he likes his old lady."
Comrade Yuri,"An unsettling journey through the 20th century with KGB propagandist, Yuri Bezmenov."
Con Queens,A woman gets betrayed by her best friend and ends up behind bars.
Conquer: Lahad Datu,"The Malaysian security forces in quelling the militant group of the Sulu Sultanate aka ""Operation Daulat"" in Lahad Datu, Sabah."
Conviction,"2009 - a small town on the shore of Issyk-Kul (Central Asia). Aktan, a schoolboy who dreams of joining the ranks of the National Security Committee, is faced with the injustice of the justice system. The local MP is ready to do anything to protect his son Alan. Having failed to achieve justice according to the law, Aktan, along with his childhood friend Cuba, arm themselves and seize the local courthouse."
Cookster: The Darkest Days,"A dyslexic teen misunderstood by his family and desperate for respect, becomes a drug dealer struggling with addiction and debt while a rival threatens to destroy his world, driving him apart from the woman he loves."
Corpórea,"Carolina lives locked in a suffocating routine, inside a huge house, full of empty rooms and doors that never open. One day, she finds a woman dressed in red inside the house, who comes to bring her a mysterious box as a gift."
Crack: Back in Da Hood,"After serving ten years in prison, former drug dealer Nino Black attempts to start a new life for himself, although the streets of Los Angeles keep calling him back to a life of crime."
Cravings,"Desperate for an heir, a wealthy widow falls for a man who refuses to let her go when she realizes he's not an ideal father for her child."
Crescent City,"A small town in the south is ravaged by a serial killer, with everyone being a suspect including the police."
Crime List,N/A
Crime Reel,"Mounika, an innocent girl from a remote village, becomes addicted to Instagram reels and social media trends due to her friends. As she pursues her dream of becoming a heroine, she is unexpectedly murdered by someone in the village."
Crisis Negotiators,Senior Negotiator Cheuk Man Wai accidentally becomes the number one suspect in a murder case. He is forced to occupy the police station and take the police hostage. He also appoints former negotiator Tse Ka Chun to talk to him.
Crumbling Castle,"After the mysterious and sudden death of a wealthy businessman, suspicions fly and tensions rise amongst his loved ones. Veteran detectives, Porter and McKenzie, are brought on to the case to make sense of it all, but the burning question remains: what happened to Howard Holden?"
Cry of Silence,"Cry of Silence, is about a double kidnapping, and assault that is presented as an Action Packed ,Dramatic, Thriller that will keep you riveted."
Cubic,N/A
Cubic Zirconia,"After a missing woman is found deceased, detectives race to locate her missing children and the motive behind it all."
Cult Killer,"After a renowned private investigator is murdered, his protégé takes on the case. As her investigation unfolds, she is forced into a dangerous alliance with his killer to uncover the town's grisly secrets and bring justice to its victims."
