Title,Storyline
A Christmas Reunion,"In ""A Christmas Reunion"" the Samuel's family has been fractured for a decade, each member drifting through life with unresolved tensions and unspoken grievances. The once-close-knit family now struggles with their individual struggles: father Nolan, burdened by regret; while Bernice and Mildred, grappling with loneliness; daughter Amaya, trying to forge her own identity; and son Justice, battling his past mistakes, while Andres keeps a secret that shakes the family. When Bernice, Nolan, and Mildred announce a surprising decision that will impact their futures, they call for a family reunion. Despite their lingering resentments, the siblings reluctantly agree to come home. As they gather at their childhood home, the atmosphere is thick with unresolved emotions. Over the course of a weekend filled with heartfelt conversations, laughter, and confrontation, the family navigates their past traumas and hidden wounds. Through shared memories and unexpected revelations, they begin to mend their broken bonds, rediscovering the love that once held them together. ""A Christmas Reunion"" is a poignant exploration of family, forgiveness, and the enduring ties that connect us, reminding us that it's never too late to heal and reconnect."
A Creature Was Stirring,"At the end of the zombie apocalypse, Santa tries to bring hope to children around the world through a ham radio."
A Day with Santa,N/A
A Game of Two Halves,"When Sanjay, a young British student finds himself in India teaching football to poor children he is unaware of the journey of self-discovery he is about to embark on."
A Hero's Journey: The Making of Percy Jackson and the Olympians,A behind-the-scenes look at the creation of Percy Jackson and the Olympians (2023).
A Holiday for Harmony,"Jaxon takes in niece Harmony after sister's death, hoping to use her trust fund to save his struggling bar. Her estranged father returns seeking custody and the money. Harmony misses singing with her late mother, especially during holidays"
A House Without a Father,Early morning at the Scotts' house.
A Nashville Wish,A country singer falls for the girl of his dreams and has to choose between love and his dreams of stardom in Nashville.
A Sloth Story,"After a terrifying storm destroys their home, a speedy sloth named Laura and her kooky family move to the big city in their rusted old food truck hoping to make their business a success."
A Soldier for Christmas,"Hannah, a military widow, and her young daughter rediscover the joy of Christmas in a world forever changed, as they fight for healing and love."
A Sudden Case of Christmas,"An American couple bring their 10-year-old daughter to her grandfather's hotel in Italy to tell her that they are separating. Hoping to bring them back together, she asks to celebrate one last Christmas together, even though it's August."
Aamar Boss,"A heartwarming story about a man juggling work and family, until his mother's unexpected presence at the office quietly transforms the workplace. Inspired by real-life corporate daycare programs."
Aanandhapuram Diaries,"Nandini faces divorce and a battle with cancer. Her arranged marriage disrupted her studies. Determined to returns to college, makes friends but unknowingly tied to drug ring."
Abar Amra Eksathe,"Raiyan, separated from his family as a child, secretly reunites with his estranged parents at the old age home he founded, finding peace and forgiveness with Doctor Mahi's help."
Agrico's,In India every Husband and Wife dreams of their Children to become a Doctor or Engineer or any other best Occupation. In this movie the Hero Anand Joins a Agricultural College. The Occupation of the Anand family was Agriculture.
"Akiko, der fliegende Affe",N/A
Al Eid Eiden,A family comes together when nothing goes to plan on their roller-coaster ride Eid holiday (in Abu Dhabi).
Alchemist,N/A
Alfred and His Mischiefs,N/A
Alive & Free,"For the Wilson family, time stopped ten years ago when Mom disappeared. After uncovering a treasure-trove of Mom's relics from her time in the military, with all signs pointing to her working in espionage, younger brother Matt is certain he sees her in the background of a ""Diners, Drive-ins and Dives"" type of show. He recruits older brother Josh, girl-next-door Kyla, and her grandfather Pop Pop to find mom and restore their family."
Amaltash,Rahul is a composed musician in an old city. A delightful serendipity smiles on him when he meets a warm and spontaneous girl Keerthi who is intrigued with Rahul's music.
And the Breadwinner Is...,"A film that focuses on a breadwinner and her family, which serves as a tribute to the unsung heroes who carry the weight of their loved ones' dreams on their shoulders."
Ani-Mom,"Diana Ellis is a mother and wife who is tired of being taken for granted. When her husband Mitchell misses date night again, Diana finds her outlet in comics, anime, and mangas, but she keeps it a secret. Will she tell those she love or will she keep hiding this newfound love."
Animal Tales of Christmas Magic,"Immerse yourself in these modern, heartwarming tales where animals embark on enchanting journeys, from France to Japan via the Far North and its northern lights, to spread joy and generosity where the magic of Christmas knows no bounds."
Appa I Love You,A father's importance in a family.
Arne Alligator och djungelkompisarna,"We get to follow Arne and his friends on their adventures where they encounter different challenges and do their best to solve them together. With their likeable and unique personalities - quirky, kind and brave - they make a perfect group of friends."
Askepote,"In 2024's big Norwegian Christmas film, Cinderella turns fairyland on its head when she refuses to marry a lame prince just because the shoe happens to fit."
Astronaut Dreams,"A young boy in a village dreams of becoming an astronaut, inspired by his grandfather's stories. But when diagnosed with a serious illness, his imagination and reality blur, leading to a touching tale of hope and love."
Autumn and the Black Jaguar,"After years in New York City, 14-year-old Autumn returns to the Amazon rainforest to save her childhood village and beloved jaguar friend."
Average Joe,A Marine who becomes a high school coach takes a legal stand to defend freedom and religious liberty for everyone.
Awesomest Christmas Ever,"A kid tries to stop his parents from getting divorced with the help of his best friend, a girl who is NOT his girlfriend, and a talking Christmas tree."
Baawla,N/A
Baba Yaga spasaet Novyy god,"The Snow Queen and Santa Claus were once old friends who learned the magic of cold together. But their paths parted when the Snow Queen, envious of her friend's strength, stole a magical artifact from which Santa Claus drew his power and created magic. The wizard was able to defeat the sorceress with some difficulty and imprisoned her in an ice prison. Thousands of years later, nowadays, the boy Yura finds the ice staff of the Snow Queen at the New Year's fair and unwittingly frees her. Returning to the modern world, she decides to take revenge on her sworn friend and comes up with an insidious plan that will freeze the whole world on New Year's Eve. For this purpose, she kidnaps a boy and takes him to the ice kingdom. To prevent her machinations and save not only Yura, but also the whole world, Santa Claus will need the help of the sorceress Baba Yaga, Ivan Tsarevich, Maria the artificer and other magical creatures. A new, incredible adventure awaits them."
Babah,"As Isyak and his daughter Maya face the ups and downs of life, from losing a job to battling illness and the loss of hearing, their strong bond reveals the enduring power of love and family to carry them through the toughest times."
Babar Barir Shompotti,N/A
Baby Halloween,"When the mischievous Jabberwock decides to take over Halloween, the holiday mascot Baby Halloween teams up with the Fairytale Fun Force to save the holiday. Join your favorite fairytale characters in Baby Halloween."
Bade Ghar Ki Bahu,Radha Son Ravi left him after getting married with Neha Radha give complaint to Man Durga then lots of surprise came for Radha family
Badhai Debe Aaiba Na,N/A
Baii Ga,"Dhanush realizes he mistreated his wives in previous lives. God allows him to reunite with them, giving him a chance to make amends."
Bambi: A Tale of Life in the Woods,"From birth, Bambi is close to his mother, learning survival in the forest. He makes friends, but after hunters kill his mother, he becomes an orphan. With guidance from his father, Bambi learns to navigate life's dangers and matures."
Bayramlik,"The life of Safa, whose children do not come to visit him, begins to change when he meets little Aylin and decides to play a trick on them."
BeBe Winans' We Three Kings,"Retired musician Lincoln, a record store owner and father to estranged sisters Lydia, Gracie, and Abigail, conspires with friend Genelle to reunite them for Christmas after their mother's passing."
Believe in Christmas,"Two best friends travel to Christmasland, a place filled with hope and miracles."
Benih,"The story of the relationship between a young man named Adam Izrail and his wife Nur, along with his parent-in-law, Haji Jalil and Mak Wan."
Beyaz Zenciler: Yapim Asamasi,N/A
Bhabhi Ki Barat,N/A
Bhoomi (gujrati feature film),N/A
Bibi Rajni,"A true event-based thought, who always had faith in Waheguru (God). The Masterpiece, which is designed for people of all ages, is a complete family watch for those wanting to learn and know about Sikhism heritage. Plot by: Tejpal Pataria"
Big City Greens the Movie: Spacecation,"After ruining his family's vacation before it can even begin, Cricket attempts to right his wrongs by volunteering his family for an experimental farming mission - in space."
Big World,"Liu Chunhe, a young man with cerebral palsy, overcomes physical and mental barriers while fulfilling his grandmother's dream and discovering his life's purpose, leading to transformation and a fresh start."
Bigfoot in Wonderland,"When Little Foot loses his confidence he searches for the Cheshire Cat. The Cat, together with Alice and her friends, help him find the Wizard Of Oz, the only one who can give Little Foot back his confidence."
Bila Esok Ibu Tiada,"The story of 4 children who are starting to get busy with their own lives. Small problems always become big conflicts. Their mother, whose heart is broken, is confused about what to do. She just misses the laughter and harmony like before."
Bindu,N/A
Bitva pap,"Lovers Kostya and Masha decide to get married. But immediately problems arise with relatives. Kostya's father is a retired military man, a strong-willed Russian man who plans to rent the House of Officers for a family celebration, invite all his relatives up to the fifth generation and celebrate according to the traditions of a Russian feast."
Blended Christmas,"A newlywed bride's honeymoon plans get derailed when she takes in her husband's ex-wife and kids, with an angel's guidance helping them become a family."
Bob a Bobek ve filmu: Na stope Mrkvojeda,Two rabbits living in an old magician's wagon set out to investigate a phenomenon affecting the vegetable gardens in their neighborhood.
Boom!,"After an unfortunate fall with a skateboard, thirteen-year-old HUGO discovers that he has magical ""superpowers"". They quickly make the ordinary boy the coolest kid in the school, but sudden fame puts a strain on his relationship with his best friend - TOM. And soon he has to choose between status and friendship."
Borjatri,N/A
Boro Bhaiyer Eid Nai,N/A
Bouer Dosh,N/A
Bremenskie muzykanty,"The troubadour and his impostor friends - a Dog, a Cat, a Donkey and a narcissistic Rooster - teamed up to accomplish the feat. The wandering musicians, led by a new leader, will rally again to bring laughter and joy back to the gloomy streets of Bremen. First of all, they must make the King's daughter laugh, but meeting the Princess threatens a dangerous adventure. There are insidious enemies, intrigues and traps against the Troubadour and his friends, but you have to fight for love. And then the Princess ran away from the palace. In one tangle there are criminal schemes of Robbers, intrigues of a Detective, whims and secrets of the royal family, but cheerful musicians with an indefatigable Troubadour will make everyone dance to their tune. What are the Bremen Town musicians willing to do for the sake of the feat?"
Brewster's Millions: Christmas,"Follows Morgan Brewster's quest to inherit her uncle's fortune before Christmas. Amid holiday chaos, she discovers love, faith, and family's importance through giving."
Brother,A young man struggles to find his place after moving in with his sister and her in-laws.
Buffalo Kids,"Two Irish orphans journey by train across America, encountering villains and heroes. They make an extraordinary friend and search for a new home, facing adventures and dangers along the way."
"But First, Coffee","An elderly Japanese man named Fujii came to Taiwan just to have a cup of coffee from his memory. Fujii is the grandfather of a Japanese barista named Natsuyuki. That year, Natsuyuki came to Taiwan to attend a coffee sharing event with Taiwanese barista Wang Ce. However, Natsuyuki's purpose for this trip was to fulfill his grandfather's wish. Fujii hoped to find the Taiwanese girl he had a crush on when he was young, and have a cup of coffee made by her again."
Børnene fra Sølvgade,"Four children live by their own rules in an apartment without adults. When the school inspector starts questioning their always absent parents, the kids come up with a plan to avoid being sent to an orphanage: they will hire a housekeeper."
CBeebies Panto: Beauty and the Beast,"CBeebies panto is back. Oh yes it is. Beauty and the Beast invites you into the magical land full of beasts, fairies, sneaky creatures and a timeless love story."
Candlelight My Way,"George and Cathy's marriage is facing challenges that could lead to separation and divorce. George, a devoted Christian relies on his faith to overcome the challenges of life. What is at the core of your faith that nothing can shake?"
Captain Avispa,"Capitán Avispa, hero of Wasptropolis and the Honey Kingdom, puts to test his nobility, justice and innocence against the evil wasp Jacques Poison and his henchmen."
Carol,"Self-centered Solomon Lynch takes a journey through his past, present, and future. But it takes more than Christmas spirit to set things right in this story of hope, faith, and redemption."
Chatri Bou,N/A
Chhota Bheem and the Curse of Damyaan,Bheem and his gang travel to the past to king Damyaan and stop him from being immortal.
Chicken Coop,"Accompanied by his wife, a young lawyer embarks on a quest to reconcile with his estranged father during Christmastime."
Childhood Tales,"A playful day full of various experiences, as seen from the perspective of three children."
Chithini,"Chithini is an upcoming Malayalam language feature film Directed by East Coast Vijayan. Details regarding the plot of 'Chithini' are yet to be disclosed. However, given its genre as a horror family emotional thriller."
Chitra,Chitra is a tale of father and daughter like never seen before.
Chitti - Potti,",, Chitti Potti is a touching film that beautifully portrays the brother-sister relationship and the deep-rooted Telugu affections and emotions. Spanning three generations, the story highlights the love and affection of a younger sister, older aunts, and a grandmother, showcasing the immense value of a girl child in every home."
Chosen: The Stage Play,"This true, straight from the heart story takes you on the journey of a wife, mother, and woman of God whose marriage to a high-profile pastor was forever marred by lies, deceit, manipulation, and infidelity."
Christian Growth Through Hymns,"From leaders of the Reformation, such as Martin Luther, to contemporary hymn writers, Christian hymns provide historical knowledge and encouragement to Christians worldwide."
Christmas Carole,"Focuses around Carole, the mayor of a small town, who assists the community's residents with the celebrations as her devoted husband Alain plans the Christmas Eve celebrations at home."
Christmas with the Pups 2: Pups Alone,Lucy and Belle are two Pomeranian sisters. They have been left at home to guard the house over the Christmas period with two children. However - all does not go to plan when two neighbours break in to steal the family's possessions.
Chuck Billy and the Marvelous Guava Tree,Chuck Billy and his gang must unite to save Mr. Lau's guava tree when it is put at risk.
Crayon Shin-chan: Our Dinosaur Diary,"After a theme park that revives extinct dinosaurs is opened in Tokyo, Shinnosuke's pet dog, Shiro, crosses paths with a small dinosaur. The two befriend each other, but their friendship might affect the existence of the park."
Cricket,A young girl coming to terms with her mother's looming death finds her voice through the most unlikely of friendships.
Cup,"The story of a sixteen-year-old boy, a badminton player from a village named Vellathooval in Idukki, who dreams of the Olympics."
Cupcake's,"Cupcake's, the place where everyday is a tasteful day"
Daaru Na Peenda Hove,A carefree bachelor's life is disrupted when he is thrust into the role of caregiver for a spirited young girl.
Daddy's Love,N/A
Dalia and the Red Book,"Dalia, the daughter of a famous writer who recently passed away, inherits the mission of finishing her father's novel. To do so, she must become part of the story and face its characters, all fighting to be the protagonist of the book."
Dance,"After early release from prison, an ex-con finds work at a dance studio where he finds a second chance at redemption."
Dance Rivals,An unexpected turn of events introduces her to the intense LA dance scene and in no time she is teaching dance and competing against the pros - but can she juggle both while falling in love?
Dastaavej,N/A
Day of the Diesels,"The diesels, led by the nefarious Diesel 10, attempt to banish the steam engines and take over the Island of Sodor. Can Thomas and his steamie friends foil their plans or are they all headed for the Smelter's Yard?"
Daye: Seret ahl el Daye,"Daye, an 14-year-old Nubian albino with a golden voice, faces adversity due to his unique appearance. Abandoned by his father and bullied by peers, he dreams of following his idol, Mohamed Mounir."
De Bellinga's: Pretpark op stelten,"The Bellinga family has a holiday home at a theme park and can try out all the attractions. Only, the kids have to rehearse for a park show. When two well-known criminals suddenly appear, the chaos is complete. They end up in a crazy chase"
De Club van Sinterklaas Film: Het Grote Sneeuwavontuur,"When the steamboat has to sail another route, St. Nicholas suddenly sees opportunities for an unfulfilled wish in Austria. But can the party in the Netherlands and Belgium continue if the horse disappears and The Club is stuck in the snow?"
De Grote Sinterklaasfilm - Stampij in de bakkerij,"In this brand new and funny adventure, the helpers do everything they can to help Marco Marsepein, after his special gingerbread recipe has been stolen. Because what is the Sinterklaas celebration without gingerbread. Sinterklaas is back in the country, so it is high time for the annual 'Great Gingerbread Baking Competition'. Bakers from all over the country compete for the title: Master Baker of the Year. Marco Marsepein is also determined to win, after all, he succeeds every year. The secret recipe of his dearest grandmother has never let him down. But... this year Bartus Bakker and his father are also competing for that coveted first place. The evil baker duo manages to steal Marco's secret recipe in a sneaky way and ruin his gingerbread dough. When Bartus Bakker wins the baking competition, Marco is completely defeated. He decides to leave Sinterklaas' castle to return to his native Italy once and for all. But what is the big Sinterklaas party without Marco Marsepein and his gingerbread nuts? All the favorite helpers immediately come to the rescue: Hugo HogePief, Party Piet Pablo, Kim Kado, Bennie Taaitaai, Willem Wortel and Chico Choco. Will they be able to save the Sinterklaas party?"
De Legende van Familie Vos,N/A
DeAr,A newly married couple faces challenges when the wife's snoring interrupts the husband's sleep. Their struggles depict the compromises needed for a lasting marriage.
Dear Family,"Factory owner Nobumasa Tsuboi learns his daughter Yoshimi has only 10 years to live due to heart disease. Unwilling to accept this fate, he and wife Yoko begin studying artificial hearts despite lacking medical background."
Dedh Bigha Zameen,"Anil sells his land for his sister's wedding, but a powerful official steals it. He fights for justice, facing threats and betrayal."
Depth of Field,"The film tells the story of Charles, a widower who has given up on life, until he meets a foster child next door that changes his life forever."
Der Buchspazierer,"The 70-year old Carl Kollhoff works in a little bookshop in a small town, where he wraps up books to deliver them by foot. One day the 9-year old girl Schascha joins him on his delivering-tours. She calls him the ""Buchspazierer""."
Descendants: The Rise of Red,"After the Queen of Hearts incites a coup in Auradon, her rebellious daughter, Red, and Cinderella's perfectionist daughter, Chloe, must team up and travel in time to undo the traumatic event that drove a young Queen of Hearts to villainy."
Despicable Me 4,"Gru, Lucy, Margo, Edith, and Agnes welcome a new member to the family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his girlfriend Valentina, and the family is forced to go on the run."
Destiny or Will. Marusia,What dominates: destiny or will? Is the destiny more about happiness or sorrow? What is a good death? Memory. Care. Hope. A private story as a reflection of the Transcarpathian turbulent history in recent 100 years.
Devka-baba: Kukla-charodeyka,"The custom of making motanka dolls is ancient, rich in myths and legends. There is a belief that they help their owner. The main character of the film is a 12-year-old teenage girl, she studies at an art school, but does not believe in her abilities and goes through a coming-of-age crisis with the help of a Slavic doll. By wrapping a doll, its owner goes through a certain stage of growing up and forms her inner world. The doll sometimes helps her cope with difficult situations, and sometimes it does the opposite."
Didi No.1,N/A
Die Chaosschwestern und Pinguin Paul,Four chaotic sisters have to save a dancing penguin from evil magicians who want to use him for their comeback show in Las Vegas.
"Die Heinzels: Neue Mützen, Neue Mission","Elfie's world is turned upside down when she discovers the existence of a technically advanced Elfkin gang that, in stark contrast to Elfie's own clan, is second to none when it comes to fun and thrill-seeking. Can Helvi's friendship with Bo, the youngest gang member, reconcile the two Elfkin clans after more than 250 years? Based on the feature film ""The Elfkins - Baking a Difference"" and inspired by the famous German saga and poem by August Kopisch."
Diego of the Dead 2,"It's The Day Of The Dead and Diego, the cutest skeleton in the underworld launches a comedy contest just in time for the Dia De Muertos festivities. Join us for an underworld adventure like no other, it's Diego Of The Dead 2."
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,"On a winter's day, Dikkie Dik and Poes Muis discover something new: snow! But there is also a new neighbour; a big, noisy dog called Blaf. Brr, the cats don't like that!"
Dikkie Dik en de Verdwenen Knuffel,"In 'Tummy Tom and the Lost Teddy Bear' Tummy Tom discovers something shocking: Bear, his favorite cuddle toy, is missing and nowhere to be found. Luckily, his friend Cat Mouse is there to help, because Tummy Tom can't sleep without Bear. Many paws make light work, so they set off to find him and they have many exciting adventures on the way. An ordinary bed becomes a real trampoline, and outside you can walk along the washing line like a proper acrobat. Together they discover new places, like the meadow and the beach, and they come across other animals they have never met before. After a day full of fun and adventures, everything turns out alright in the end. They have not just found Bear, but they have also found lots of new friends along the way."
Diplodocus,"The titular dinosaur goes on an adventure to save his parents who have disappeared under mysterious circumstances. Alongside a wizard and two quirky scientists, he encounters fantastical creatures and amazing places along the way."
Disaster Holiday,"Dad promises an exotic vacation but mistakenly books Durban instead of Zanzibar. Chaos ensues as the family's dream trip spirals into hilarity, while dad scrambles to secure a promotion."
Diwani,"Julie, M.L.A. She is the daughter of rich businessman Aditya Narayan. School student The whole school is running wild. Julie's group consists of Priya, Sandy, Riya, Sneha, Ritam. All the students and teachers and teachers of the school are not able to deal with him. There is only one reason. Julie's father is an MLA. So no one messes with him. Julie's father is a terrible horrible bad man, Megha, Julie's sister. Two sisters have lost their mother since childhood. Didi raised Julie in her arms. On the other hand, Rahul is a student of that school. Son of a very poor family in the village. Rahul's father Nobin Babu owns a small grocery shop. Rahul's mother Madhabi is a housewife. Rahul is very good at studies. Draws a good picture. The only one who seizes Rahul is Julie. Julie can't get along with that Rahul. Instead falls in love with Rahul. Julie gets back on track. Become a good person. Everyone is surprised to see Julie. At school everyone is busy with Rahul and Julie's love. Suddenly everything changed with a gust of wind. Aditya Narayan cannot accept Rahul and Julie's relationship at all. He sends his army of pet goons to kill Rahul. But Rahul survives the incident, and Julie suffers a severe head injury.Julie's friends are also depressed. As Julie is taken to the nursing home, Dr. Babu announces that Julie has lost her memory. Aditya Narayan breaks down, unable to contain himself seeing Julie's condition. Then!!."
Dog Days,"The story of people connected through dogs at a veterinary hospital where there is no wind at all, getting to know each other, comforting each other, and sharing their hearts."
Domovyonok Kuzya,"The brownie escapes from the captivity of Baba Yaga in her magical world, and ends up in the apartment of the girl Natasha and her parents. Kuzya needs to find his magic chest that grants wishes. Both Natasha and the local grumpy brownie Nafanya help him in this. It turns out that Kuzya himself gave the chest to Andrey, Natasha's dad, many years ago. It would seem that the goal is already close, but in search of both Kuzya and the chest, Baba Yaga entered our world, and she has her own insidious plans."
Dongeng Sang Kancil,"A mouse-deer, Sang Kancil, small in figure but cunning and wise. With his intelligence, Sang Kancil often escapes dangers and sometimes helps other animals that are in trouble with bigger and more fierce animals."
Doraemon the Movie: Nobita's Earth Symphony,"Doraemon and friends go on an adventure to meet new buddies, connect to people with music, and save the world from a crisis."
Double Engine,"Danny and friends seek a mythic two-headed serpent, finding camaraderie and self-discovery during their fanciful quest."
Double Tuckerr,"Aravind has been gifted with two angels in his life ever since his birth. However, his life dramatically changes forever when one of the angels commits an error that accidentally costs him his life, resulting in his untimely demise."
Dream 1,"A boy goes to a ski trip while on his trip he goes camping. He writes imaginative stories that come to life. In Dream1, he writes in his journal about a fantasy adventure. His father encounters 3 symbolic objects of miniatures: a Ferris wheel, ship in bottle, and snow globe. In contrast the objects assigned to his mother are: a book nook, and an Alice in Wonderland children's pop up book. They transport to memories in his bedroom. As the parents in the real world search for the boy when he goes missing. The parents leave the tent into a secret pathway. Finding 3 miniature tents where his son is dressed as a train conductor. He greets his parent's and leads them through this fantasy word and they shrink to size. Going to reality is the son writing in his enchanted journal about the experience."
Ducobu passe au vert!,Ducobu's usual tricks are not working so he decides the best way to avoid having to learn is to become an Eco Warrior
Early Years (xiao shi hou),"Early Years (xiao shi hou) takes place in Helsinki, Finland and centers around a Chinese immigrant father-daughter duo: Ba Ba and Mei Mei. We follow the two on a surprise outing to the island, organised by Ba Ba. As the day goes by, carefully and gently, we observe the many subtle things left unsaid between parent and child."
Echoes of Betrayal,"A family caught in a dangerous web of secrets and jealousy. Ngozi, resentful that her father's company went to her brother Ben, he then takes a drastic step But this decision threatens her relationship with her own daughter."
Eine zweite Chance,The story of a son estranged from his father and a young woman who wants to reunite both.
Ek Minute,N/A
El Laboratorio Mágico,N/A
Elli and Her Monster Team,All Elli wanted was a family to love. But finding one turns out to be a ghostly affair.
Emma,"Emma is a very famous dog on Instagram who stars in Dog food commercials. One day, Alisa, a rich and spoiled girl, tells her father that she will allow him to marry a new woman on the condition if he buys Emma from Atlas."
Emma's Big Adventure,"A miniature girl raised by animal parents journeys to an island of tiny humans, uncovering unsettling revelations about her origins."
Eri Naam Songsar,N/A
Eroi in crestere: Aventura celor 7 ani de acasa,"Ilinca is turning 7 years old and is celebrating her birthday with her friends. In search of the sweets that are late to arrive at the party, the children find themselves in a magical world where they discover a mysterious treasure. To obtain the 7 keys that open the box, everyone must prove that they have the ""7 years of home"" by successfully completing the tests they will be subjected to."
Fairytale Fun Force Storytime: Happy Jack,"Join Snow White and the Fairytale Fun Force as they gather around the fire to tell bedtime stories. This time, the magical friends read a classic fairytale about Happy Jack."
Faith in the Family,A mother on her path to healing after her life and the lives of those dear to her took an unexpected turn.
Faith of Angels,A stranger receives mysterious callings compelling him to search for a boy lost in an abandoned mine.
Family History 2,"A family member heartwarming about story about the values of life, marriage, love, that will always leading your hometown and kidnapped to killing people."
Fanzo Movie,"Bashaar, a gift delivery worker, enters the VR world of FANZO, befriends the Fanzo gang, and faces the villain Dajoor. When Dajoor escapes into reality, Bashaar, with his sister Zainah, must stop him and protect their new friends."
Father There is Only One 4,N/A
Fear,"Sindhu's world is shattered when her boyfriend vanishes. Held captive in a mental asylum, she must confront the evil forces driving her madness and confront the terrifying truth about her own past in order to escape and uncover the truth."
Feather Christmas,"When an ailing pet chicken arrives at Martin's animal sanctuary over the holidays, his family's festive plans are turned upside down."
Feng Zi Lao Ba,"The former legendary boxer was imprisoned for fighting. After he was released from prison, in order to win back his daughter's respect and recognition, he decided to fight again and live again."
Fien & Teun Circus op de Boerderij,N/A
Filli Saat: Cezeri'nin Mirasi,N/A
Finding Christmas,"On Christmas Eve, A disheartened teen takes a Wizard of Oz like journey back in time to learn the true meaning of Christmas, sacrifice and love."
Flow,"Cat is a solitary animal, but as its home is devastated by a great flood, he finds refuge on a boat populated by various species, and will have to team up with them despite their differences."
Flower,N/A
For Prophet,"A struggling entrepreneur encounters the Archangel Raphael, who reveals that he is chosen by 'The Most High God' to be a part-time prophet, tasking him to save his crumbling and corrupt hometown."
Forever Queens,"Three senior women rehearse for a NYC beauty pageant in this poignant documentary exploring beauty, aging and loneliness."
G for Gap,"Wudi returns to hometown after career/love setbacks, disrupting family life. Forced cohabitation, he explores new paths. Meeting old classmate Feng Liuliu unexpectedly alters his trajectory amid rejections."
Gabru Gang,A disgraced competitive kite-flyer returns to the sport to compete against his arch-rival in a major tournament.
Gharat Ganpati,"Amidst Konkan's stunning landscape, the Gharat Family cherishes welcoming Gauri Ganpati into their ancestral home during the Ganpati festival. Spanning generations, this rich tradition fosters a poignant reunion navigating complexities."
Ghost Cat Anzu,"Friendship shared between Karin, a strong-minded girl sent to live with her monk granddad in the Japanese countryside, and Anzu, the even-more unpredictable phantom feline who acts as her guardian."
Ghudchadi,A middle-class father-son duo from Delhi in which a son-loving father doesn't want his son to get married with the love of his life and a father-loving son doesn't want his 60-year-old father to get married.
Gina,"Nine year-old Gina craves family warmth while her single mother Gitte, expecting a fourth child, loses herself in parties and alcohol. Gina fights against poverty and neglect, determined to break free from her circumstances."
Girl Haunts Boy,"Follows Bea, a teenager ghost who forms a special friendship with Cole, the new guy in town, whose house she has been inhabiting for over 100 years."
Give 'Em Hell Honey!,"""An inspiring story about aging, loving, family, friends and life transitions, as seen through the eyes of a famous painter named Jane Nelson."""
Give You a Candy,"Zheng Ligun, a death row inmate who was to be executed, was suddenly hit by an earthquake while being escorted. He and the serious criminals who escaped from death seemed to gain ""freedom"", but in fact they fell into another purgatory."
Going Viral,"In a neon-lit backdrop of the 1980s, a nerdy teenager suddenly gets the popularity he's always wanted when a deceitful artificial intelligence makes him a video star."
Gowri,"Gowri, a rural youth, dreams big. He meets Samantha, a city girl. Their contrasting backgrounds clash but paths merge. Debutants Samarjit Lankesh, Saanya Iyer star. Indrajit Lankesh directs this Kannada film exploring rural-urban divide."
Gracie and Pedro: Pets to the Rescue,A pampered show dog and a street-smart alley cat embark on a thrilling journey to find their family after being separated during a cross-country move.
Graphy,"""Graphy"" is a Marathi movie starring Anjali Joglekar, Ankush Mandekar and Ravina Gogawale in prominent roles. The movie also stars Vasu Patil. It is a drama directed by Aman Firoz Khan with Dr. Shashikant Doiphode as producer, forming part of the crew."
