Title,Storyline
Alien: Rubicon,A series of alien spheres land on planet Earth destroying everything in their path with ease. It's up to a scientist and the President of the USA to find a way to stop the alien invasion.
All We Wanted,"A filmmaker and his friends travel to a remote estate for a meeting with a family of potential investors. The night takes a deadly turn, as they must band together with the family and fight for their lives against a group of masked men."
All the Lost Ones,"In a dystopian and climate-ravaged future America torn apart by civil war, a group hiding in a remote cabin become the target of a ruthless rebel militia leader and his platoon, viciously hunted in a fight for survival."
Alma En Pena,"A noble soul is grieving around a park, still waiting for her boyfriend to find the light."
Alone,"Isolation leads to insanity as an ominous shadow figure stalks Felicia, a domestic violence survivor, throughout pandemic lock-down. Who is Black Boots?"
Alone in the Night,Stephanie and her friends run into car trouble and stay over at an empty house...or is it?
Alter-Ego Film Project,"5 short films on the theme of the Alter-Ego. Between double personality, secret identity, doppelganger and impossible love we have discovered several unconventional stories halfway between narrative and experimental."
Altered Reality,"Oliver's life transforms when gifted a not-yet-existing miracle drug. Riches, unscrupulous pacts, and morphing of past and present create this 'Altered Reality, ' a gripping tale of redemption and choices."
Am Fear Liath,"In the mystical woods, whispers of a Bigfoot-like legend swirl, captivating the imagination of locals. Enter Fred, an ambitious entrepreneur thriving on Bigfoot tourism. When a relentless debt collector threatens to seize Fred's livelihood--the iconic Bigfoot tour van--he faces the battle of his life to save his business and home, preventing him and loyal friend Paddy from the brink of homelessness. Fred's last hope lies in two unexpected allies: the spirited tourist Marty and her adventurous companion Ger. Together, they embark on a thrilling quest, but standing in their way is the cunning cryptozoology expert, Rheinhold, who harbours secrets that could change everything."
Amber Alert,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER ALERT.
Ame no naka no yokujô,"A love triangle unfolds between two men and a woman, exploring the intense and bittersweet emotions of their entanglement, set against the backdrop of Chiayi City's retro streets evoking old Japan."
Ameena,"The movie is about the real life story of a girl named Ameena from Hyderabad, India, who is victim of human trafficking."
American Star,"An assassin on a final assignment in Fuerteventura, to kill a man he has never met. When his target is delayed, he finds himself drawn to the island, people and a ghostly shipwreck."
Amigo,N/A
Amityville Bigfoot,"Birdwatchers, activists, scientists, and a film crew unknowingly converge in Bigfoot's neck of the woods, where something even more sinister lurks."
Amongst the Wolves,"Danny, an ex-soldier homeless in Dublin, meets Will, a teen fleeing a drug gang. Their encounter forces them to confront their pasts while navigating the harsh realities they face."
Amp House Massacre,A group of social media influencers sharing a mansion in the Hollywood Hills find themselves caught in a life and death game of survival as a killer reveals their deepest secrets before killing them off one by one.
An Angel Knocking on My Door,"Jenna, a tormented nursing student plagued by her own demons, lives a life of solitude and self-destructive behavior. Her world takes an eerie turn when she encounters Amanda, a friendly and vibrant Ghost."
An Education,A look into the educational methods of a college prep.
An Intruder Among Us,N/A
An Mang Lau 4,A young couple on the brink of departure for Canada are plunged into chaos when they discover the lifeless body of their neighbor's baby in their care.
An Unkept Secret,"A married couple contemplates whether or not to report a violent crime they witnessed, as the reasons for their hesitation lead to a shocking discovery."
Anak Perjanjian Syaitan 2,"A young woman named Azlinda in her struggle against a mystical battle that has haunted her since childhood. Although Azlinda has been medically diagnosed with ""anxiety disorder"", she is convinced that the disorder that has haunted her since childhood is closely related to her parents' black history, so much so that her father is no longer willing to raise Azlinda and is determined to hand over Azlinda to a welfare center. Will Azlinda be able to fight the doom pact that has become part of her flesh and blood, or will she continue to live in darkness for the rest of her life?"
Ananya,"The movie revolves around the girl called Ananya, who comes from great orthodox family, Even though she comes from a great family. The Antagonist of the film is also from her family where he abuses Ananya from the childhood."
Anarchy Radio,"When a charismatic and controversial radio host discovers that a multinational corporation is secretly using his frequency to conduct a mass mind control experiment, he must race against time to expose the truth and stop the company's sinister plan, becoming a target himself."
Anartha,"With the backdrop of serial suspected suicides ,Avakash and Akruthi, go to a secluded place. will Avakash or Akruthi become the next victim or will inspector Advaith find the person responsible?"
Anchakkallakokkan,In a small country town a cowardly police constable must survive his first days of duty when a convicted felon in lock up tries to seek revenge.
Ang mga halang,"Five fugitives on the run find unexpected refuge in a remote town, but their hidden past threatens to unravel a mystery that makes them turn against each other. Led by the conflicted Nick Bautista, portrayed by the talented actor, Richard Quan, the group finds themselves fleeing from the authorities after a heist takes a deadly turn. With one of their own fatally wounded and time running out, they seek refuge in a remote town, unaware that their sanctuary holds dark secrets of its own. As tensions rise and loyalties are tested, the friends must confront their pasts and the consequences of their actions. However, they soon discover that trust is a luxury they can ill afford in a town where danger lurks behind every corner."
Angela's Shadow,"Angela and Henry, an Ottawa couple with a baby, visit their childhood nanny, Mary, in the Cree community of KiiWeeTin. However, a shadow figure harasses Angela the night before their departure."
Angels Fallen: Warriors of Peace,"When an Iraq War veteran receives a calling from a higher power, he embarks on a mission to stop a fallen angel from raising an army of the dead to take over the world."
Antha Naal,"A film director, his assistants and the cook go for a story discussion in a palatial bungalow. There, they discover footage of a family trapped by an unidentified ""maskman."""
Anthima Theerpu,"Durga deeply attached to her family, who searches relentlessly after they go missing. she finds support from Surya, a media figure, and DCP Bose. The film portrays her struggle against systemic flaws in today's society."
Anweshippin Kandethum,Revolves around two major crimes that shook kerala and the subsequent inquiry into the cases by sop.
Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame."
Apatiya,"Akif's parents, Ahmet and Elnara, who grew up illiterate and without any profession, without love, took Akif out of school and were busy looking for a job for him. A poor family living in a poor house turn to Akif's drug addict uncle Azer, who is engaged in car repair, to provide him with a job. Moreover, Elnara's brother, Mansur, who works as a laborer, took refuge in this poor family so that he would be free from additional expenses. In the background of all this poverty and chaos, a murder occurs at home. The murdered person is hidden and is being searched for by both relatives and the police as a missing person."
Apocalypse Z: The Beginning of the End,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions."
Apokrif,Nameless character walks a mysterious through the city.
Applepictures the Poseidon Legacy,"New Year's Eve, 1994. After an explosion from the deep, the ship capsizes with thousands aboard. A comedy of errors and a series of unfortunate events ensues as a group of 13 tries to escape from the ballroom - some of them are scared, some of them are brave, half of them just lunatics. Some could live, most will die. Who will survive?"
Appudo Ippudo Eppudo,A wayward young man becomes involved in a criminal conspiracy.
Aprokashito,N/A
Aquele que Viu o Abismo,"On the other side of the huge pavilion, which serves as a temporary shelter for the pantagruelic mass of new patients that come from ruins of a naive civilization. X observes the recruitment of Prolife Corp."
Aquila,N/A
Aranam,"The backdrop of a village called Aranthangi, and the central drama is focused on the efforts of a foster son of a dead zamindar."
Arcadian,A father and his twin teenage sons fight to survive in a remote farmhouse at the end of the world.
Arctic Hollow,"An Alaskan bush pilot attempts a daring rescue of a stranded researcher deep inside an arctic cave system thought to be an entrance to the inner earth, only to find himself battling creatures not of this world."
Are You My Friend??,A popular YouTuber finds his peaceful streaming session interrupted by a mysterious stalker in his empty house. As the stalker's presence becomes more menacing the YouTuber must navigate a dangerous game of cat and mouse to protect himself
Are You There?,"A paranormal psych student's ritual candle starts a deadly game of twenty questions. As wax drips away, she races to survive, learning some mysteries should stay buried."
Arena Wars,"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the country. If they win, they regain their freedom."
Arenas,"At just 18 years old, Brahim, a promising young footballer, is preparing to realize his dream: signing his first professional contract in Lyon, his club, his city. But the emergence within the club of a powerful foreign agent reshuffles the cards. With Mehdi, his cousin and agent, Brahim embarks on a race against time on the transfer market, ""the transfer window"", where anything goes."
Argylle,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.
Armor,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.
Arrive Alive,N/A
Art Work,"A notorious art thief wanting a different life is involved with two of the biggest organized crime families in Monterey, CA. While trying to find a way out of crime, the masked art thief finds himself on an adventure that could unravel some unsettling relationships."
Art of Diversion,"Brother and sister, Daphnis and Chloe Waterspoon are wealthy art collectors who live together in the New York City area. They share an ugly and brutal hobby-they lure unknowing people into sex and then murder them."
Art of Eight Limbs,A US agent goes undercover at a martial arts training camp which is suspected of being a cover for chemical weapons.
Art of War,N/A
Article 370,"Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region."
As Neves,"As Neves is a mountain village where everyone knows each other. The night of the Carnival, the teenagers of the village throw a party where they get high on mushrooms for the first time. The next day, they wake up to the village completely snowed in by a snowstorm and the news that Paula, one of the girls who went to the party the previous night, has disappeared. The village is getting cut off, the Internet is no longer working and it is urgent to find her. The investigation following Paula's case will cause a deep change in the villagers' lives and their relationship with the world."
Asesinatos en la costa azul,N/A
Ashwatthama Hatha Kunjaraha,"Hatred is the strongest emotion and ruining the enemy is too delicious to resist. When 7 angry men with troubled pasts are forced to come together for a win all or lose all battle of wits, they want to rip each other apart. A story based on The Mahabharata. A war about Caste, A war about Honor, A war about Ego, A war about Identity."
Ask Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. Eric fears his secret may end their affair."
Assemblage,"American expats Jim and Eva visit a Parisian wine bar, unaware of the owners' secretive operations. As the night unfolds, hidden agendas surface and tensions rise, leading to a series of unexpected and dangerous events."
Athomugam,"Playful act of Martin by installing a spy app in his love of life Leena's phone reveals a mysterious character thereby triggering events that questions love,trust, friendship, technology and unravels the thrilling darkside of human actions"
Atithi,"Three highly educated individuals murder a state minister and, in a desperate bid to escape, take a family hostage. A determined police officer takes on the investigation, navigating through the complexities of the case before finally."
Atlantikwall,"The story of ""ATLANTIKWALL"" is a profound exploration of the psychological consequences of war and the struggle to survive in its aftermath. It is a tale of love, loss, and the inevitable consequences of wrong choices."
Atlas,"In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity."
Atypical Pirate,"Hugo, a neurodiverse savant involved in the dangerous theft of a valuable USB memory stick, escapes from those who want to recover it, but when he meets Cynthia they set off in search of a new treasure."
Aurat,"Aurat is the story of a young woman's struggle between her job, teenage daughter and her alcoholic husband who abuses her. Arjun Shekhawat, a crime branch officer was called to solve a crime in the streets of Mumbai while he is investigating the crime, Arjun bumps onto Priya's alcoholic husband Rudra in the local market where he was abusing his wife. Arjun couldn't control himself and gets in between and solves the matter and teaches Rudra a lesson not to be forgotten... A message to all men to respect women."
Auto,N/A
Avaidh,"The story is based on the background of the arms artisans of Munger, which revolves around a character named Daya. A fictional character. Daya lives in a fictional village Called Barhad in Munger."
Avaidh 2,"The story is based on the background of the arms artisans of Munger, which revolves around a character named Daya. A fictional character. Daya lives in a fictional village Called Barhad in Munger."
Avatar Purusha 2,A battle rages between Dharka and Brahma for the Trishanku Mani. Jois' death leads Ashta to alert Dharka of the stone's presence. A fake son fights the real son's dark magic to save his family.
Baby John,Revolves around a DCP who transforms and travels to a different place in order to safeguard his family.
Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much-younger intern.
Back Up,"Mirza's decisions shattered his family, love, and friendships. Decades later, a quiet Bosnian village faces ghosts from the past when journalist Ena discovers hidden secrets, sparking chaos and changing the lives of all involved forever."
Bad Boys: Ride or Die,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name."
Bad Fish,"When a marine biologist investigates mysterious deadly attacks on fishermen in an Oregon coastal town, he discovers the culprit is a mermaid who must find a mate to breed with before returning to the sea."
Bad Genius,A group of seniors of an entrepreneurial high school team up to take down a rigged college admissions system.
Bad for You,"Successful FBI Agent Paris McMillan is at the peak of her career when she has a one-night stand with Liam Davis during a vacation trip out of town. Upon returning to work, she realizes her next assignment is to take down a notorious vehicle theft gang, said to be led by none other than... Liam Davis. After witnessing a deadly car-jacking, Paris vows to take down Liam and his crew by going undercover. But this job will be harder than expected when she learns the real reason Liam is involved with auto theft and who he really is. Falling in love with a bad boy wasn't her plan, now she's breaking all her rules for him. Is he worth being bad for? Paris will soon find out. Torn between good and bad, while undercover Paris learns alot about herself and the outcome will shock you."
Bade Miyan Chote Miyan,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India's defenses.
Badland Hunters,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists."
Bagheera,"When society turns into a jungle, just one predator cries out for justice."
Bagundi,N/A
Bahirbhoomi,"In the film, a series of murders occurs within the family of the village leader. Their servant inadvertently kills an individual and is apprehended by the authorities."
Bahumukham,"Tanveer, an aspiring actor, moves to the city after leaving a detention center. He meets Disha, his therapist, for mandatory counseling but hides dark secrets, posing a threat."
Baki Hanma VS Kengan Ashura,"It's the ultimate showdown. The toughest fighters from ""Baki Hanma"" and ""Kengan Ashura"" clash in this unprecedented, hard-hitting martial arts crossover."
Balestra,"A competitive fencer agrees to test an experimental device that lets her train within lucid dreams in which she meets a mysterious stranger who will upend her marriage, her psyche, and her path to Olympic gold."
Balipe,"Angara, a poor man, loses his child due to the effects of Endosulfan. Mistakenly believing that the doctor and the nurse are responsible for his child's death, he sets out to kill them. He kills the nurse, but does he kill the doctor?"
