Title,Storyline
A New Dawn,"In a post-apocalyptic 2029, a mysterious survivor is found near an Imam Bargah by desperate people, unaware he's meant to lead them. As a massive horde nears, he must guide them on a perilous journey to a fleeting refugee camp before doom."
A Real Encounter,"In 2002, Gujarat faced threats from numerous gangs and terrorist groups. The Central Intelligence Agency alerted the state government about potential attacks targeting the Chief Minister and other officials. The government, led by efficient officer's like ADG Rathore ( Ehsaan khan), Arjun Ranade (Shahbaaz Khan), Varun Barot (Rishikesh Tiwari) etc. launched operations to hunt down terrorists with the help of informants. During one such encounter, four terrorists planning an attack on the CM were killed. Among them was Muskan (Bratuti Ganguly), a girl from a middle-class family in Mumbai. Muskan, a college student who gave tuition to children, dreamt of starting her own coaching classes. She befriended Mahi and Waseem (Akhilesh Verma), with Waseem promising to help her achieve her dream. Unknowingly, Muskan got entangled in Waseem's terrorist activities. When she tried to resist, they blackmailed her by threatening her family. Trapped and helpless, Muskan became part of the gang and was ultimately killed in the encounter. What happens next."
A Reel Heist,"A group of teenagers making a no-budget heist movie are forced to pull off a genuine heist, when the memory card containing their film is taken by the callous manager of a shopping mall."
A.R.M,"Set in the Northern Kerala in 1900, 1950 and 1990, three generations of heroes, Maniyan, Kunjikelu and Ajayan, try to protect the most important treasure of the land."
AK47,N/A
Aaj Ke Belagam Naujawan,N/A
Aavesham,Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.
Abigail,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl."
Abnormal: Buas,A secret society that developed a superhuman program to be their spies and assassins. One of the superhumans escaped and took refuge in a house where a family lives. Things went out of hand when three robbers broke into the house.
Absolution,"An aging gangster attempts to reconnect with his children and rectify the mistakes in his past, but the criminal underworld won't loosen their grip willingly."
Abudeka Is Back,"Two ex-detectives return to Yokohama from New Zealand. While investigating a lawyer's murder and meeting Fei Long, they search for a client's missing mother amid a terrorist threat."
Ace's Wilde III,"Aces Wilde III is a meta-action comedy where super-agent Ace Wilde teams up with his partner to confront their real-world counterparts, whose scandals tarnish their bad-ass reputation, leading to a wild clash between fiction and reality."
Achilles Curse and the Curse of Treasure,A detective who can see people's fatal weak spots investigates a murder at a museum gala. The case begins when thieves steal a treasure in a world where humans are near-immortal but have one vulnerable point.
Act of Violence,"Riley Stan is a normal man living a stable but boring life. His world changes when he meets a foreign woman who comes with a secret life and dangerous past. What seems like a blessed chance meeting for him, turns out to be anything but."
Action of Intelligenagency,"During the Ming Dynasty, the emperor and commander Xiang Shi uncovered a plot by dictator Wei Zhongxian. Despite a massacre, Ye Fei and Yun Ling defeated Wei Zhongxian. Yun Ling became a concubine, and Ye Fei led the Six Gates."
Adam Bol,"Three reckless Kazakhstani men on a trip to America experience an emergency landing in Nigeria, which sets off series of misadventures that test their life ideals, leading to profound personal lessons."
Aftermath,"A returning war veteran, stricken with PTSD, unwittingly gets trapped with his teenage sister on Boston's Tobin Memorial Bridge as a heavily weaponized group of ex-military revolutionists take everyone hostage."
Agastya - Chapter 1,"Saurya is haunted by a difficult past and grapples with his troubled mind. After a year, his brother embarks on a quest to find him. A touching story unfolds as Nisan delves into Saurya's history."
Agent 86,Drug cartel unleashes lethal narcotic Devil's Breath in Asia. An elite global taskforce forms to combat the cross-border trafficking ring and halt the spread of the potent drug before more lives are destroyed.
Agent Narasimha-117,Budget joins a zamindar's house as a maid but becomes a villain. A girl is tied up in a dark room to look for a necklace and later tortured for it. The house is then termed 'Bhoot Bungalow'.
Agent Recon,"Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico."
Agents,"When a priceless artifact is stolen, two agents team up to retrieve it from a wealthy criminal mastermind. With everything against them, they'll take the explosive action to the land, sea, and air."
Agni,"In a city plagued by a strange rise in fires, fireman Vithal and his policeman brother-in-law Samit reluctantly team up to solve the escalating crisis. Battling personal conflicts, they race against time to crack the case and save Mumbai."
Aho Vikramaarka,"A ruthless cop uncovers a sinister mystery, forcing him into a brutal conflict against the villainous Asura to free enslaved victims."
Air Force One Down,A rookie agent aboard the hijacked Air Force One battle terrorists threatening the energy deal and the president.
Ajay Gadu,"Ajay struggles with modern life's demands until meeting Shwetha, a drug-addicted medical student who inspires his fight against inner and outer challenges."
Alangu,Centres around the clashes between Kerala's political group and Tamil Nadu's tribal youths.
Alchemy of Solitude,Activists turned assassins try to end a race war but are forced to choose between honoring their ancestors or losing themselves.
Alien Country,"Reeling from the news of an unexpected pregnancy, Jimmy and Everly unknowingly release an alien invasion in their small town and learn to work together in order to save each other, their town and evidently, the entire galaxy."
Alien: Rubicon,A series of alien spheres land on planet Earth destroying everything in their path with ease. It's up to a scientist and the President of the USA to find a way to stop the alien invasion.
Alienoid: The Return to the Future,Ancient Taoists travel through time and space in an effort to obtain a divine sword.
All the Lost Ones,"In a dystopian and climate-ravaged future America torn apart by civil war, a group hiding in a remote cabin become the target of a ruthless rebel militia leader and his platoon, viciously hunted in a fight for survival."
Alligator Blood,"I am a crocodile, a bloody crocodile. A wounded person who has lost his whole life and has nothing to lose - but still he wants to take big risks."
Alpha.,"Rein, snowboard teacher, works in the Alps. Receives a visit from his father Gijs from the Netherlands. The two venture into the snow-capped mountains where they clash both with each other and with the merciless nature that surrounds them."
Alí Primera,"This is a biographical film about the Venezuelan singer-songwriter Alí Primera. It narrates the historical events that led him to be known as the ""people's singer"" and leader of the largest movement of Venezuelan artists committed to the cause of the dispossessed. It is the story of his loves, his pains, and the songs that he accompanied with his unyielding behavior from his childhood in the desert areas of western Venezuela until his tragic end."
Amaran,"The life of Major Mukund Varadarajan and is set against the backdrop of the Qazipathri Operation in Shopian, Kashmir, which took place back in 2014."
Ame no naka no yokujô,"A love triangle unfolds between two men and a woman, exploring the intense and bittersweet emotions of their entanglement, set against the backdrop of Chiayi City's retro streets evoking old Japan."
Ameena,"The movie is about the real life story of a girl named Ameena from Hyderabad, India, who is victim of human trafficking."
American Paradise,"Paradi$e is a compelling, uplifting, contemporary drama that centers on a Hollywood family falling apart and mending itself back together. While the backdrop is decorated with all the accouterments of the lavish lifestyle, the story in due course debunks it all. We take a journey with the Anderson family-Brad (50) the talent manager father, Kristen (45) a devoted but naive wife, Tyler (18) a basketball sensation and Justin (16) a free spirited skateboard champ-and watch as they learn how all that really matters is having each other in a time where morals are evaporating, money is scarce and Dreams only come true for those who give a shit."
American Warrior,A man with a troubled past decides to turn his life around after a heroic act by training for a mixed martial arts tournament.
Amphibia: Endgame,N/A
Anaadha,THE FILM STARS SRI INDRA AS A ORPHAN BOY WHO IS AT LOGGERHEADS WITH AN EGOISTIC CASTEIST HEROINE FATHER NAMED RAJENDRA (SHOBHARAJ).
Anaconda,"A re-interpretation of the iconic '90s creature feature, in which a group of circus athletes - having found themselves stranded in a rain forest - come face-to-face with the elements, a bloodthirsty poacher, and a formidable giant snake."
Anchakkallakokkan,In a small country town a cowardly police constable must survive his first days of duty when a convicted felon in lock up tries to seek revenge.
Ancient Building Town Mausoleum Palace,"Legend has it that in the depths of the desert near a small town in the northwest, there is a group of ancient tombs that have disappeared for a thousand years. The tombs contain not only rare treasures, but also the legendary treasure ""Soul-Calming Mirror"". This ""Soul-Calming Mirror"" is the only key to open the ""Soul-Calming Coffin"", but it is extremely dangerous and people always die in vain because of it. In order to find clues about the tombs, Wang Qingnian, a tomb raider, and his partner Li Erdan disguised themselves as oil workers and mixed into a group of college students' inspection team. A gust of wind blew, and while avoiding the storm, everyone fell into a dangerous underground palace and was forced to start a thrilling journey of breaking the mechanism and breaking into the tomb."
Andromeda 2,"Following the events of Andromeda, Aiden Crawford returns to Earth to re-write the fabric of time and save the planet from destruction."
Andromeda: 1883,A space marine travels back in time to save the future of the human race.
Angel Vision,N/A
Angels Fallen: Warriors of Peace,"When an Iraq War veteran receives a calling from a higher power, he embarks on a mission to stop a fallen angel from raising an army of the dead to take over the world."
Angels' Fire,Sarah and her brother Pedro reconnect with their four childhood friends to avenge all of their parents tragic deaths when they were little during a sacred ceremony. Not knowing the full magnitude of their decision they immerse themselves in the world of the Mexican Drug Cartel in the outskirts of Chicago producing fierce wars not only among the different cartels but with the DEA. Will justice be served? Who are these men responsible for changing the lives of these preteen girls? Will an eye for an eye make the world blind? Was it really worth the sacrifice paid for this quest?
Anger,"Pinnicer Warner, struggling to support his grandmother due to unstable jobs and her gambling addiction, gets involved in a dangerous situation after being offered a job by his friends to sell drugs. During the deal, Warner is caught by Nick Miles, an undercover cop, who offers him a deal to help take down a fentanyl organization. Warner assists by killing a target but soon gets caught in a web of danger, with explosions targeting him and his loved ones."
Angry Birds Star Wars Rebels,N/A
Anthima Theerpu,"Durga deeply attached to her family, who searches relentlessly after they go missing. she finds support from Surya, a media figure, and DCP Bose. The film portrays her struggle against systemic flaws in today's society."
Antique Strategy in the Battle of Longbi,N/A
Anunnakiler,"In Istanbul, the creator of a powerful aphrodisiac and several people mysteriously disappear. The police question Kasim, who mentions an alien named Agulu from the planet Nibiru. Agulu is smuggling Earth's aphrodisiac resources to Nibiru. When Hamdi and his crew reveal this secret, they are eliminated by the Anunnaki."
Ape X Mecha Ape: New World Order,"A group of world leaders awakens a creature beneath the ocean floor, and mankind's only hope rests on an alliance between the giant ape and his mechanical arch-nemesis."
Apocalypse Z: The Beginning of the End,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions."
Appu,"Elephant calf Appu undertakes perilous journey across ocean and treacherous forest to save father from poachers' grip, aided by loyal dog Tiger and runaway child Neena, uncovering his extraordinary abilities."
Appudo Ippudo Eppudo,A wayward young man becomes involved in a criminal conspiracy.
April Mayhem,N/A
Aquila,N/A
Arcadian,A father and his twin teenage sons fight to survive in a remote farmhouse at the end of the world.
Arena Wars,"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the country. If they win, they regain their freedom."
Argylle,A reclusive author who writes espionage novels about a secret agent and a global spy syndicate realizes that the plot of the new book she's writing starts to mirror real-world events in real time.
"Arlempdes, la légende du premier château de la Loire","In the year 1538, the castle of Arlempdes, then owned by the Poitiers family (loyal to the King of France), was attacked by a new threat, at the dawn of the religious wars, the Huguenots. The latter, Protestants, wanted to overthrow the royal power in France and, supported by Italian mercenaries (the kingdom of France being in the middle of the Italian wars) seized the castle, then the first bastion of the Loire, and strategic property of the King of France. Then followed for three years a military campaign undertaken by Françoise de Brézé, daughter of Diane de Poitiers, to retake her mother's stronghold. The military campaign is a success but Françoise, with the help of her faithful knights, must face the threat of the terrible Huguenot leader, who constantly wants to seize the castle and pillage the Velay region. . The Duchess had not foreseen certain weaknesses of the castle, although deemed impregnable at first sight... She will have to face the loyalty of some, and the betrayal of others... while her most loyal men will have to face their conscience and the blackmail of the terrible Huguenot leader, calculating and manipulative... This film is our first feature film, imagined and developed since the beginning of 2022 and shot in October and November 2023 in Auvergne. It will last approximately 2 hours. This historical fiction feature film is currently in post-production and should be released in cinemas sometime in 2024. It is a film highlighting the small story in the big one, with the aim of introducing French regional heritage to the public."
Armor,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.
Art of Eight Limbs,A US agent goes undercover at a martial arts training camp which is suspected of being a cover for chemical weapons.
Art of War,N/A
Article 370,"Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region."
Artist Unknown,"Unlucky-in-love martial artist Juniper has hit rock bottom. She's working at her ex girlfriend's MMA studio by day and crashing on her couch by night. Needing something to call her own, Juniper steps into a local thrift store and buys a painting. What was a spur-of-the-moment purchase turns into a life-changing adventure when two masked thieves try to steal the painting. She surprises herself and the would-be thieves when she fights back and escapes. When forced to fight the ultimate battle for the painting, she realizes the true value lies not in the beauty of the painting or the allure of a new lover but in the strength of her own self-worth."
Aserb: The Squadron,"Egyptian military confronts terrorist groups responsible for massacring 21 Egyptians in Libya, highlighting the nation's security forces' operations against extremist organizations based on factual events."
Athhoi,"A contemporary retelling of Shakespeare's timeless tragedy Othello, exploring the intricacies of human emotions and the consequences of unchecked manipulation, all within a modern context."
Atlas,"In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity."
Attack Jiajin Mountain,N/A
Attack on Titan the Movie: The Last Attack,"The fate of the world hangs in the balance as Eren unleashes the ultimate power of the Titans. With a burning determination to eliminate all who threaten Eldia, he leads an unstoppable army of Colossal Titans towards Marley."
Atu Nuvve Itu Nuvve,Nowadays Doctors give treatment for patient to make money but Rahul treat's Patient without expecting money. one girl named Nidhi was impressed with Rahul's attitude and both fell in love.
Atypical Pirate,"Hugo, a neurodiverse savant involved in the dangerous theft of a valuable USB memory stick, escapes from those who want to recover it, but when he meets Cynthia they set off in search of a new treasure."
Auron Mein Kahan Dum Tha,"After 20 years in prison, a man reunites with his lost love and the truth behind his crimes is revealed."
Avengers,N/A
Average Student Nani,"The Movie is about a very normal guy NANI's four year College life, his Love, fights with Senior students, Family turbulence he navigates through. How the Senior SARA, Junior ANU and the College life transform him and impact his family forms the story."
Axel Falcon,"Meet Axel Falcon, a dedicated cop determined to cleanse the streets from murder and corruption. But tragedy strikes when his family is brutally taken from him. With nothing left to lose, Axel embarks on a relentless quest for vengeance."
Ayalaan,"A lost alien seeks help to go back to his home, but everything gets harder after the alien returns to its home."
Ayjamal,N/A
Azotes de Barrio 2,N/A
Azrael,"In a world where no one speaks, a devout female-led community hunts down a young woman who has escaped imprisonment. Recaptured, Azrael is due to be sacrificed to an ancient evil in the wilderness, but fights for her own survival."
BRCW Cruisin' for A Bruisin' II,N/A
Ba Jie,N/A
Babu,N/A
Baby Assassins: Nice Days,Teenage assassins Chisato and Mahiro visit the coastal city of Miyazaki when they unexpectedly cross paths with a bloodthirsty assassin who's looking to add to his personal body count.
Baby Invasion,"An ultra-realistic, multiplayer FPS game follows a group of mercenaries using baby faces as avatars. Tasked with entering mansions of the rich and powerful, players must explore every rabbit hole before time runs out."
Baby John,Revolves around a DCP who transforms and travels to a different place in order to safeguard his family.
Bachhala Malli,"Spanning various periods in a man's life, this dark, real world drama uses jumps in time to explore the sometimes drastic and shocking consequences of familial and romantic strife"
Back for Life,DETECTIVE SANDRA GOT CAPTAIN JOHN'S SISTER TRYING TO KILL HER BUT SHE NEEDS TO NATHAN TO HELP HER. HER JOB IS AFFECTING HER LOVE LIFE BUT SHE IS DETERMINED TO GET TO THE BUTTOM OF IT.
Bad Ass Sista,"Kem, inheriting her late drug-dealer father's debt, faces double trouble when she's a week late with payment. Trained in martial arts, she escapes this perilous situation by unleashing her hidden warrior skills."
Bad Boys: Ride or Die,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name."
Bad Boyz,"A directionless schoolboy becomes a goon to impress a girl fascinated by local goons. His decision leads to suspenseful, humorous consequences in the thrilling crime world."
Bade Miyan Chote Miyan,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India's defenses.
Badland Hunters,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists."
Badsha - The King,N/A
Bagheera,"When society turns into a jungle, just one predator cries out for justice."
Bagundi,N/A
Baki Hanma VS Kengan Ashura,"It's the ultimate showdown. The toughest fighters from ""Baki Hanma"" and ""Kengan Ashura"" clash in this unprecedented, hard-hitting martial arts crossover."
Ballistic,"Beck, a homeless veteran, discovers his sister's killer is back on the streets after being released from prison earlier than expected, sending him on a downward spiral of vengeance."
Bambara Wasanthe,"Ishara, the only beautiful young daughter of an elderly wealthy plantation owner, Clifford, is attacked by extortionists. Clifford has to pay ransom money to save his daughter. However, when the ransom is paid, the police intervene and try to catch the extortionists, but they run away. Meanwhile, three young men are recruited for new jobs in the tea plantation. A love affair develops between one of the young men, the handsome Sameera, and Clifford's daughter Ishara. Greshan, the estate superintendent, who is strict about this, objects to it. He maintains a secret relationship with Clifford's young wife Sherin. Soon Sherin gets murdered and Ishara and Sameera tries to uncover the secrets behind the murder but then unexpectedly, Ishara gets kidnapped again, and its upto Sameera to solve all the mystries and save Ishara."
Banana Shotgun,"In a city on the brink of chaos, detective Greenwood joins forces with a clever monkey to take down the mysterious villain Iron Lung. As danger escalates, their unlikely partnership is Karma City's last hope."
Bandaa Singh Chaudhary,"Set during 1971 Indo-Pak war's aftermath, communal riots in Punjab. A man fights for rights, family's survival amid division, violence. An ordinary man fights to protect his family's rights and survive amidst deep divisions and violence."
Bangkok Breaking: Heaven and Hell,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner."
Bangkok Dog,The story focuses on an American agent sent to a dangerous undercover mission in Thailand to dismantle a sadistic crime lord.
Banjo,"Agent Banjo and his brother Marko go undercover to infiltrate an organized crime syndicate. As they gain the syndicate's trust, a series of events lead to uncovering their true identity."
Barroz: Guardian of Treasures,"For 400 years, Barroz, a loyal servant, has guarded da Gama's treasure. Bound by a centuries-old magic, he awaits the arrival of a true descendant worthy of claiming it."
Bastar: The Naxal Story,Based on the real-life incidents of Naxals in Chattisgarh - The Bastar rebellion broke out in 1910 in present day Chattisgarh.
Batman: The Darkest Knight,"Two years on from suiting up and becoming a symbol for the city, Batman has evolved to become the symbol of Fear for criminals, Bruce Wayne feels some regret after leaving Gotham to two years but in the midst of it a string of murders overtakes the city, Batman has to use his unique detective skills to stop the murders only to discover the truth about the shadows of Gotham."
Bato: Road to Death,"A paramedic, Komal gets assigned to a mission of delivering live human heart for transplant in an ambulance where she encounters mysterious people in her journey, with Manjil and Tony, leading to gruesome mishaps and dreadful events."
Battle Legends: The Legend of Battle Master,"In the land of Duffyville, Jim Duffy is the unquestioned battle master. While in the process of training his younger brother Slim to become his successor, his title is challenged by local scoundrel J.T. Smash."
Battle for Glory,"In ""Battle for Glory,"" Joe Allaband, a janitor at a boxing arena, is mocked by Tom Johnson, a formidable fighter. Joe challenges Tom to a match but suffers defeat. Refusing to be defeated, Joe trains harder under Coach Mike's guidance. Through grit and determination, Joe learns that true victory lies in resilience. ""Battle for Glory"" is a tale of redemption, illustrating the triumph of the human spirit in the face of adversity."
Battling to Survive,N/A
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,N/A
Be Forever Yamato: Rebel 3199: Part 2: The Assault of the Burning Sun,N/A
Beat the Beast,"Greed awakens a legendary monster in a desolate ghost town. A construction crew seeking hidden jade finds itself in a brutal fight for survival, where family bonds are forged in blood and fire."
Behind Enemy Lines,"After robbing the biggest drug dealer in the city, DAX and Malik find themselves trapped in his neighborhood. And the only way out . . . is through him."
"Bernadotte, Louise & Napoleon",Power struggle during Napoleonic war times. The Swedish King is getting old. The country needs fresh blood. Bernadotte becomes the new Crownprince of Sweden. The french criminal/spy Maurice manipulates at the Swedish court. By László
Best Cop Ever,"Two different movies are clashing, causing reality to fall into chaos. An immortal hero is leaving a path of destruction on a lighthearted world. It's now up to Ever to find him, and rebel against the higher powers that doomed them."
Beverly Hills Cop: Axel F,Axel Foley returns to Beverly Hills after his daughter's life is threatened for a family reunion that includes old pals John Taggart and Billy Rosewood to uncover a conspiracy.
Bhairadevi,N/A
Bhaiyya Ji,A man who stands up for his family and seeks revenge for the wrongs done towards his loved ones.
Bhaje Vaayu Vegam,"To pay for surgery for his father, an aspiring cricketer makes a big bet. When the bookie cheats him, he retaliates - and gets caught in a crime web."
Bharkhama,N/A
Bheema,"Bheema, an orphan raised by Ramanna, crosses paths with Dragon Manju's drug racket endangering young lives. Corrupt ministers exploit underprivileged individuals for political ambitions."
Bhimaa,Mysterious incidents at a historical temple bring a detective to a small town to investigate. He seeks the truth behind the strange happenings.
Bidurbhai,"Four friends from impoverished backgrounds scheme risky plan for quick money, initially enjoy lavish lifestyle but face moral dilemmas and harsh repercussions as consequences of their actions unfold."
Big Brother,"Surya and Pooja were college friends. Pooja's father, forcibly arranged her marriage to a gangster. Distraught, she tried suicide but was saved by Surya. Later, they were attacked by an unknown gang, infuriating Siva who sought the motive."
Big City Greens the Movie: Spacecation,"After ruining his family's vacation before it can even begin, Cricket attempts to right his wrongs by volunteering his family for an experimental farming mission - in space."
Big Jon,Two former friends from the Marine Corps must reconcile and settle their old feud to battle a corrupt property developer.
Big Rage,The fight to reconcile one's past while navigating a future shaped by unexpected love and loyalties unfolds in the ecological disaster known as the Salton Sea.
Bionic,"When the progress of robotics makes Paralympic athletes the new sports stars, Maria dreams of competing against her sister. For that, she will have to enter a world of crime and violence."
Black Gold,"Cole was killed delivering drugs for Bones, a local drug king pin, and it's up to his brother Jay to clear his debts. The streets have a different set a rules and now Jay will have to discover how to survive when he makes a fatal mistake."
Black Heat,"One night, two parents, out of options, infiltrate a top level drug dealer/pimp's apartment complex to rescue their teenage daughter."
Black Money,"A power-hungry businessman makes a deal with a money-driven politician to become an MP for 10 billion takas. However, the vehicle carrying the money ends up with a young man named Shrabon, ultimately destroying his love, family, and life."
Black Storm,"After reporting criminal leader Wei Tianlang, Gu Dahe's disappearance and his sister's suspicious death triggers Lei Yang, the criminal investigation unit captain, to step in and uncover the truth."
Blade of Fury,"Knife catcher Pei Xing originally exchanged his life for money as bounty hunter, but after witnessing the killing of people who stood up for justice, he gradually awakened and decided to fight back."
Blessed or Cursed,N/A
Blindspot Jersey Side Pictures,An ex-convict losing his vision attempts to pull off one more score to save himself from a life of darkness
Blitz,The stories of a group of Londoners during the German bombing campaign of the British capital during World War II.
Blood Star,A petty thief driving through the New Mexico desert finds herself the target of a psychopathic small town sheriff who views his badge as a license to prey on vulnerable young women. She must use all of her street-smarts to survive.
Blood Vendetta,"Vietnam, 1968, João Cruz and his platoon are assigned to Da Nang when they are ambushed and taken prisoners by the VC forces, João Cruz will have to escape on his own since all his buddies were tortured and killed."
Bloodline,"After Alice's disappearance in India, her sister Bella joins forces with martial artist Lee to confront Adharva and uncover the truth behind her disappearance, delving into ancient spells and mysteries that intertwine past and present."
Bloodlust,"Bloodlust follows the story of Chad Ross, a boy who was born with a rare condition that causes his blood cells to infinitely regenerate themselves, as the government notices his potential. Kidnapped by a deranged drill sergeant, Ross is trained to become an American super-soldier and a cold-blooded and lonely killing machine. But when a formidable terrorist group commanded by their psychotic leader Reaper takes a nuclear weapons bunker hostage, he is forced to work with a squad who help him realize what it means to find your purpose."
Bloods of Glasgow,"Glasgow, 1997. A city divided. Protestant or Catholic? Rangers or Celtic? For local gang member Chas Stones however, only one question matters. Oasis or Blur?"
Bloody Beggar,"A beggar's life takes an unexpected turn when a misadventure upends his daily routine. Can he navigate the bizarre, witty situations that follow?"
Bloody Escape: Bats out of Hell,"After human experimentation turns Kisaragi into a cyborg, he finds himself pressured by multiple organizations."
Bloody Sniper,N/A
Blow Out,A secret agent realizes the organization he works for has plans for him to be assassinated.
Blue Alliance,When an Italian mobster kidnaps a woman in Miami and escapes to Switzerland a Miami PD Special Agent follows him and collaborates with an officer from there to bring the suspect to justice. However nothing goes as planned.
Blue Belt,"When the French mob muscles in on their Italian uncle's pizzeria, Rilley has to fight them off and save the neighborhood, using their nine months of experience in the martial arts."
Blue Falcon,"In order to spend time with his family, Lieutenant Jack (Jonathan De La Mora) makes the difficult decision to leave the force. Feeling betrayed and abandoned his best friend Major Sergeant Tim (Fonsy Ponce) decides to get revenge."
Bob & Milo,"World famous detective Milo Thorne partners with Bob the bumbling buffoon to solve a murder mystery. Can they follow leads, bust drug deals, and stop the Italian mafia before its too late?"
Bodyguard for Sweetheart,A teenager from a wealthy family is about to be kidnapped. Her father does not trust the presumably corrupt security company and asks a friend to take over the job for a short time. He reluctantly agrees.
Bohurupi,"An itinerant showman, who amuses people and earns money by impersonating demons, undergoes a psychological transformation after having a miraculous dream."
Boiling Point,A struggling bar owner must take on the mob that threatens his business.
Boiling Point,N/A
Bolero,A woman travels through dimensions to find a distant man.
Bolice,"After being sidelined, the Tunisian Prime Minister decides to reassemble the special unit ""Bolice"" following a nuclear threat that has shaken the entire world. The reunion is warm. They quickly regain their synergy and immediately embark on the mission. The goal is to find the detonator of the bomb before it's too late, but the one who holds the codes is a former KGB agent, not easy to track down. Our agents then dive into a whirlwind of adventures, from one country to another, following the traces of the culprit, from Tokyo to Cairo, passing through London. ""Bolice"", the movie, takes us on a journey full of suspense and twists, with the mission of saving the earth and avoiding the end of times. As usual, humor will be our backdrop, making this journey even more enjoyable."
Bond of Justice: Kizuna Part I - Encounter,"A rookie detective's friend is brutally murdered by the Japanese mafia, she must revenge for her and bring justice to the world, as an assassin."
Bond of Justice: Kizuna Part II - Judgement,N/A
Boneyard,Inspired by the true events of a serial killer that may still be out there today.
